,link,meal-category,ingredients,total-time,servings,cook-time,prep-time
746,https://www.allrecipes.com/recipe/219646/authentic-mexican-chili-rellenos,['MAIN DISHES'],"['6 fresh Anaheim chile peppers', '1 (8 ounce) package queso asadero (white Mexican cheese), cut into 3/4-inch thick strips', '2 large eggs, separated', '1 teaspoon baking powder', '¾ cup all-purpose flour', '1 cup vegetable shortening for frying']",['15 mins'],['1 hr'],['20 mins'],['25 mins']
747,https://www.allrecipes.com/recipe/255305/simple-chicken-mayo-with-parmesan-and-bread-crumbs,['MEAT AND POULTRY'],"['2 skinless, boneless chicken breasts', '2 ½ tablespoons grated Parmesan cheese', '2 tablespoons mayonnaise, or more to taste', '2 tablespoons bread crumbs, or more to taste', '1 ½ teaspoons herbes de Provence']",['30 mins'],['2'],['20 mins'],['10 mins']
748,https://www.allrecipes.com/recipe/146000/lime-cilantro-rice,['SIDE DISH'],"['2 cups water', '1 teaspoon kosher salt', '1 cup long-grain white rice', '1 tablespoon butter', '½ cup chopped cilantro', '2 tablespoons fresh lime juice', '1 teaspoon lime zest']",['30 mins'],['4'],['20 mins'],['10 mins']
749,https://www.allrecipes.com/recipe/24740/pumpkin-fluff-dip,['APPETIZERS AND SNACKS'],"['1 (15-ounce) can solid pack pumpkin', '1 (5-ounce) package instant vanilla pudding mix', '1 teaspoon pumpkin pie spice', '1 (16-ounce) container frozen whipped topping, thawed']",['32'],['4 cups'],['5 mins'],['5 mins']
750,https://www.allrecipes.com/recipe/23772/quiche,['MAIN DISHES'],"['1 ½ cups shredded Swiss cheese', '4 teaspoons all-purpose flour', '1 (9-inch) unbaked pie crust, frozen', '½ cup cooked ham, diced', '3 large eggs', '1 cup milk', '¼ teaspoon salt', '¼ teaspoon ground dry mustard', '2 tablespoons chopped fresh parsley', '2 tablespoons chopped pimento peppers']",['1 hr 20 mins'],['8'],['1 hr'],['20 mins']
751,https://www.allrecipes.com/recipe/13933/black-bean-and-corn-salad-ii,['SALAD'],"['½ cup olive oil', '⅓ cup fresh lime juice', '1 clove garlic, minced', '1 teaspoon salt', '⅛ teaspoon ground cayenne pepper', '2 (15 ounce) cans black beans, rinsed and drained', '1 ½ cups frozen corn kernels', '1 avocado - peeled, pitted and diced', '1 red bell pepper, chopped', '2 tomatoes, chopped', '6 green onions, thinly sliced', '½ cup chopped fresh cilantro']",['6'],[None],['25 mins'],['25 mins']
752,https://www.allrecipes.com/recipe/266162/perfect-simple-roasted-pork-chops,['PORK'],"['4 boneless center-cut pork chops', '2 tablespoons dried thyme, lightly crushed, or more to taste', 'salt and ground black pepper to taste']",['5 mins'],['30 mins'],['20 mins'],['5 mins']
753,https://www.allrecipes.com/recipe/11920/garlic-butter-sauce-i,['SIDE DISH'],"['⅓ cup butter', '1 clove garlic, crushed', '2 teaspoons dried oregano, or to taste', '¼ tablespoon dried basil, or to taste']",['10 mins'],['1'],['5 mins'],['5 mins']
754,https://www.allrecipes.com/recipe/7441/key-lime-cheesecake-i,['DESSERTS'],"['1 ½ cups graham cracker crumbs', '6 tablespoons butter, melted', '24 ounces cream cheese, softened', '1 cup white sugar', '1 tablespoon grated lime zest', '1 tablespoon cornstarch', '3 large eggs', '⅔ cup key lime juice']",['8 hrs 30 mins'],['9 hrs 45 mins'],['55 mins'],['20 mins']
755,https://www.allrecipes.com/recipe/31064/italian-breaded-pork-chops,['MAIN DISHES'],"['3 large eggs, lightly beaten', '3 tablespoons milk', '1 ½ cups Italian seasoned bread crumbs', '½ cup grated Parmesan cheese', '2 tablespoons dried parsley', '2 tablespoons olive oil', '4 cloves garlic, peeled and chopped', '4 boneless pork chops']",['1 hr'],['4'],['35 mins'],['25 mins']
756,https://www.allrecipes.com/recipe/212896/caprese-appetizer,['EUROPEAN'],"['20 cherry tomatoes', '10 ounces mozzarella cheese, cubed', '2 tablespoons extra virgin olive oil', '2 tablespoons fresh basil leaves, chopped', '1 pinch salt', '1 pinch ground black pepper', '20 toothpicks']",['10'],[None],['15 mins'],['15 mins']
757,https://www.allrecipes.com/recipe/237906/homemade-chili-sauce,['SIDE DISH'],"['1 cup tomato sauce', '2 tablespoons brown sugar, or more to taste', '2 tablespoons distilled white vinegar', '½ teaspoon chili powder', '¼ teaspoon ground allspice', '¼ teaspoon garlic powder', '¼ teaspoon onion powder']",['10'],['1 1/4 cups'],['5 mins'],['5 mins']
758,https://www.allrecipes.com/recipe/233521/classic-canadian-caesar,['DRINKS RECIPES'],"['1 lime wedge', '1 tablespoon celery salt, or as needed', 'ice cubes, as needed', '1 fluid ounce vodka', '1 dash Worcestershire sauce, or to taste', '1 dash hot pepper sauce (such as Tabasco®), or to taste', '8 fluid ounces tomato and clam juice cocktail (such as Clamato®)', '1 celery stick']",['1'],[None],['5 mins'],['5 mins']
759,https://www.allrecipes.com/recipe/174437/sweet-lamb-curry,['MAIN DISHES'],"['3 tablespoons all-purpose flour', 'salt and ground black pepper to taste', '3 ½ pounds cubed lamb stew meat', '6 tablespoons butter, divided', '2 large onions, chopped', '1 large Granny Smith apple, peeled, cored, and cubed', '1 cup chicken stock', '½ cup raisins', '3 tablespoons curry powder', '2 tablespoons brown sugar', '1 tablespoon lemon juice']",['2 hrs'],['6'],['1 hr 30 mins'],['30 mins']
760,https://www.allrecipes.com/recipe/276078/homemade-red-velvet-cake-with-cream-cheese-frosting,['DESSERTS'],"['3 cups all-purpose flour', '2 cups white sugar', '3 tablespoons unsweetened cocoa powder', '1 ½ teaspoons baking soda', '½ teaspoon baking powder', '1 ¼ teaspoons salt', '3 large eggs', '1 ½ cups vegetable oil', '1 ½ cups buttermilk', '½ cup sour cream', '2 tablespoons red food coloring', '1 tablespoon vanilla extract', '1 ½ teaspoons white vinegar', '2 (8 ounce) packages cream cheese, at room temperature', '1 cup white sugar', '¼ cup all-purpose flour', '½ teaspoon salt', '1 cup milk', '1 teaspoon vanilla extract']",['40 mins'],['1 hr 55 mins'],['45 mins'],['30 mins']
761,https://www.allrecipes.com/recipe/14465/orange-gelatin-salad,['SPECIALTY DESSERT RECIPES'],"['1 (11 ounce) can mandarin oranges, drained', '1 (8 ounce) can crushed pineapple, drained', '1 (6 ounce) package orange flavored Jell-O® mix', '16 ounces cottage cheese', '8 ounces frozen whipped topping, thawed']",['40 mins'],['7'],['30 mins'],['10 mins']
762,https://www.allrecipes.com/recipe/268029/chef-johns-apple-butter,['SAUCES AND CONDIMENTS'],"['5 pounds Granny Smith apples, cored and cut into 1-inch pieces', '1 ½ cups white sugar', '½ cup brown sugar', '1 teaspoon salt', '2 teaspoons ground cinnamon', '⅛ teaspoon freshly grated nutmeg', '½ teaspoon ground allspice', '¼ cup apple cider vinegar', '½ cup water']",['10 hrs 15 mins'],['40'],['10 hrs'],['15 mins']
763,https://www.allrecipes.com/recipe/23134/pesto-sauce,['SAUCES AND CONDIMENTS'],"['3 cups fresh basil leaves', '1 ½ cups chopped walnuts', '4 cloves garlic, peeled', '¼ cup grated Parmesan cheese', '1 cup olive oil', 'salt and pepper to taste']",['16'],[None],['10 mins'],['10 mins']
764,https://www.allrecipes.com/recipe/246931/chef-johns-beurre-blanc,['SIDE DISH'],"['½ cup dry white wine (such as Sauvignon Blanc)', '2 tablespoons lemon juice', '2 tablespoons heavy cream', '2 teaspoons very finely minced shallots', '4 ounces cold unsalted butter, cut into 1-inch cubes', '1 pinch cayenne pepper', 'salt to taste']",['20 mins'],['4'],['10 mins'],['10 mins']
765,https://www.allrecipes.com/recipe/8804/simple-chicken-gravy,['SIDE DISH'],"['4 tablespoons all-purpose flour', '1 cup water or chicken stock', '½ cup drippings from a roast chicken', 'salt and ground black pepper to taste']",['15 mins'],['6'],['10 mins'],['5 mins']
766,https://www.allrecipes.com/recipe/284497/autumn-apple-pear-chutney,['SIDE DISH'],"['1 ½ pounds apples - peeled, cored, and diced', '1 ½ pounds pears - peeled, cored, and diced', '1 large yellow onion, minced', '2 cups cider vinegar', '1 ½ cups white sugar', '1 ½ cups dried cherries', '1 lemon, seeded and chopped', '2 tablespoons yellow mustard seeds', '2 teaspoons salt', '1 teaspoon ground cinnamon', '1 teaspoon ground ginger', '1 teaspoon ground allspice', '½ teaspoon ground cloves']",['5 mins'],['2 hrs'],['1 hr 25 mins'],['30 mins']
767,https://www.allrecipes.com/recipe/214366/agua-de-jamaica-hibiscus-water,['LATIN AMERICAN'],"['6 cups water', '2 cups dried hibiscus petals', '1 cinnamon stick', '1 pinch ground cloves', '1 pinch ground nutmeg', '1 pinch ground allspice', '½ cup chopped piloncillo (Mexican brown sugar cones)', '1 ½ cups white sugar']",['15 mins'],['1 hr'],['35 mins'],['10 mins']
768,https://www.allrecipes.com/recipe/276115/beef-bone-broth,"['SOUPS, STEWS AND CHILI RECIPES']","['3 ½ pounds beef bones, such as oxtail, short rib, knuckle, and shank', '2 stalks celery, cut into 2-inch pieces', '1 large onion, cut into 8 pieces', '1 medium leek - roots trimmed off, cleaned, and cut into 2-inch pieces', '1 whole head garlic, halved crosswise', '12 cups water, or as needed', '2 bay leaves, or more to taste', '1 tablespoon white vinegar', '1 teaspoon salt', '1 teaspoon ground black pepper']",['30 mins'],['13 hrs 25 mins'],['12 hrs 45 mins'],['10 mins']
769,https://www.allrecipes.com/recipe/263628/best-chicken-patties,['MEAT AND POULTRY'],"['18 ounces ground chicken', '1 onion, finely chopped', '1 bunch fresh parsley, finely chopped', '1 large egg', '2 cloves garlic, crushed, or more to taste', 'sea salt and freshly ground black pepper to taste', '2 tablespoons mayonnaise', '¼ cup all-purpose flour, or as needed', '3 tablespoons vegetable oil']",['35 mins'],['6'],['10 mins'],['25 mins']
770,https://www.allrecipes.com/recipe/266314/hatch-chili,"['SOUPS, STEWS AND CHILI RECIPES']","['1 pound Hatch chile peppers, halved and seeded', '1 (3 pound) boneless pork roast, cubed', '2 cups all-purpose flour', '3 tablespoons salt, divided', '3 tablespoons coarsely ground black pepper, divided', '¼ cup vegetable oil', '2 cups chicken stock', '1 (15 ounce) can diced tomatoes with green chile peppers', '1 large sweet onion, chopped', '2 tablespoons ground cumin', '3 cloves garlic']",['20 mins'],['4 hrs 50 mins'],['4 hrs 10 mins'],['20 mins']
771,https://www.allrecipes.com/recipe/275244/apple-tarragon-turkey-sloppy-joes,['MEAT AND POULTRY'],"['1 pound ground turkey', '¾ cup chopped onion', '¾ cup chopped red bell pepper', '½ cup diced peeled Granny Smith apple', '1 ¼ cups ketchup', '⅓ cup water, or more as needed', '2 tablespoons Dijon mustard', '2 tablespoons apple cider vinegar', '1 teaspoon white sugar', '1 teaspoon minced fresh tarragon leaves', '½ teaspoon salt, or to taste', '½ teaspoon ground cloves or to taste']",['35 mins'],['6'],['20 mins'],['15 mins']
772,https://www.allrecipes.com/recipe/238147/roasted-chicken-rub,['INGREDIENTS'],"['1 tablespoon celery flakes', '1 tablespoon kosher salt', '1 tablespoon paprika', '1 tablespoon garlic powder', '1 tablespoon onion powder', '1 tablespoon ground thyme', '2 teaspoons dried sage', '1 ½ teaspoons ground black pepper', '1 ½ teaspoons dried rosemary', '½ teaspoon cayenne pepper']",['6'],[None],['10 mins'],['10 mins']
773,https://www.allrecipes.com/recipe/12298/apple-crumble-pie,['DESSERTS'],"['1 (9 inch) deep dish pie crust', '5 cups apples - peeled, cored and thinly sliced', '½ cup white sugar', '¾ teaspoon ground cinnamon', '⅓ cup white sugar', '¾ cup all-purpose flour', '6 tablespoons cold butter']",['1 hr 10 mins'],['8'],['40 mins'],['30 mins']
774,https://www.allrecipes.com/recipe/279463/old-bay-seasoned-steamed-shrimp,['SEAFOOD'],"['½ cup water', '½ cup white vinegar', '2 tablespoons seafood seasoning (such as Old Bay)', '1 pound fresh large shrimp, deveined with shells on']",['15 mins'],['4'],['10 mins'],['5 mins']
775,https://www.allrecipes.com/recipe/33157/apple-strudel-muffins,['QUICK BREAD RECIPES'],"['2 cups all-purpose flour', '1 teaspoon baking powder', '½ teaspoon baking soda', '½ teaspoon salt', '1 cup white sugar', '½ cup butter, softened', '2 large eggs', '1 ¼ teaspoons vanilla', '1 ½ cups chopped apples', '⅓ cup packed brown sugar', '1 tablespoon all-purpose flour', '⅛ teaspoon ground cinnamon', '1 tablespoon butter']",['5 mins'],['45 mins'],['20 mins'],['20 mins']
776,https://www.allrecipes.com/recipe/19812/vanilla-ice-cream-v,['DESSERTS'],"['2 quarts half-and-half', '1 ½ cups white sugar', '½ pint heavy cream', '4 teaspoons vanilla extract', '1 pinch salt or to taste']",['4 hrs 25 mins'],['32'],['4 hrs 20 mins'],['5 mins']
777,https://www.allrecipes.com/recipe/279296/ranch-taco-soup,"['SOUPS, STEWS AND CHILI RECIPES']","['1 pound lean ground beef', '1 medium onion, chopped', '1 jalapeno pepper, seeded and minced', '2 ½ cups water', '2 (15 ounce) cans crushed tomatoes', '2 (15 ounce) cans pinto beans, drained', '1 (15 ounce) can whole kernel corn, drained', '1 (15 ounce) can black beans, rinsed and drained', '1 (10 ounce) can diced tomatoes and green chiles (such as Rotel)', '1 (3.8 ounce) can sliced black olives, drained', '2 tablespoons ranch dressing mix (such as Hidden Valley Ranch)', '1 (1 ounce) envelope taco seasoning mix']",['45 mins'],['8'],['35 mins'],['10 mins']
778,https://www.allrecipes.com/recipe/108257/duck-with-honey-soy-and-ginger,['GLOBAL CUISINES'],"['2 duck breast halves', '1 pinch salt', '1 pinch cayenne pepper', '1 pinch ground black pepper', '½ cup chicken stock', '2 tablespoons honey', '2 tablespoons soy sauce', '2 tablespoons rice wine', '1 tablespoon grated fresh ginger', '1 tablespoon tomato sauce', '1 pinch chili powder', '1 teaspoon lime juice']",['40 mins'],['2'],['30 mins'],['10 mins']
779,https://www.allrecipes.com/recipe/22389/french-toast-casserole,['BREAKFAST AND BRUNCH'],"['5 cups French bread cubes', '1 ½ cups milk', '4 large eggs', '¼ cup white sugar, divided', '¼ teaspoon salt', '1 teaspoon vanilla extract', '1 tablespoon butter, softened', '1 teaspoon ground cinnamon']",['15 mins'],['1 hr 15 mins'],['45 mins'],['15 mins']
780,https://www.allrecipes.com/recipe/284760/cinnamon-roll-monkey-bread,['BREAD'],"['1/2 cup white sugar', '1 teaspoon ground cinnamon', '1 (12.4-ounce) package refrigerated cinnamon roll dough with icing', '1/4 cup unsalted butter, melted']",['5 mins'],['35 mins'],['20 mins'],['10 mins']
781,https://www.allrecipes.com/recipe/96629/cafe-latte,['BREAKFAST AND BRUNCH'],"['2 cups milk', '1 ⅓ cups hot freshly brewed dark roast espresso coffee']",['15 mins'],['4'],['10 mins'],['5 mins']
782,https://www.allrecipes.com/recipe/13062/cheeseburger-soup-i,"['SOUPS, STEWS AND CHILI RECIPES']","['4 tablespoons butter, divided', '½ pound lean ground beef', '¾ cup chopped onion', '¾ cup shredded carrots', '¾ cup chopped celery', '1 teaspoon dried basil', '1 teaspoon dried parsley', '4 cups cubed potatoes', '3 cups chicken broth', '¼ cup all-purpose flour', '1 ½ cups milk', '2 cups cubed Cheddar cheese', '¼ cup sour cream', 'sliced green onions for garnish']",['50 mins'],['8'],['30 mins'],['20 mins']
783,https://www.allrecipes.com/recipe/241834/oven-roasted-sweet-potatoes,['SIDE DISH'],"['4 cups chopped peeled sweet potatoes', '1 sweet onion, cut into wedges', '2 cloves garlic, sliced', '3 tablespoons olive oil', '1 tablespoon balsamic vinegar, or more to taste', 'salt and ground black pepper to taste']",['40 mins'],['4'],['30 mins'],['10 mins']
784,https://www.allrecipes.com/recipe/24094/butter-flaky-pie-crust,['PIES'],"['1 ¼ cups all-purpose flour', '¼ teaspoon salt', '½ cup butter, diced, then chilled', '¼ cup ice-cold water, or as needed']",['4 hrs 15 mins'],['8'],['4 hrs'],['15 mins']
785,https://www.allrecipes.com/recipe/65147/roasted-duck,['MEAT AND POULTRY'],"['2 teaspoons paprika', '2 teaspoons salt', '1 teaspoon ground black pepper', '1 (5-pound) whole duck', '1/2 cup butter, melted, divided']",['2 hrs 10 mins'],['4'],['2 hrs'],['10 mins']
786,https://www.allrecipes.com/recipe/94113/high-temperature-eye-of-round-roast,['MAIN DISHES'],"['1 (3 pound) beef eye of round roast', 'salt and pepper to taste']",['3 hrs 5 mins'],['6'],['3 hrs'],['5 mins']
787,https://www.allrecipes.com/recipe/16952/the-best-banana-bread,['QUICK BREAD RECIPES'],"['1 cup white sugar', '½ cup margarine, softened', '2 eggs', '1 ½ cups mashed banana', '2 cups all-purpose flour', '1 teaspoon baking soda']",['1 hr 15 mins'],['15'],['1 hr'],['15 mins']
788,https://www.allrecipes.com/recipe/8571/blackened-chicken,['CHICKEN'],"['½ teaspoon paprika', '¼ teaspoon cayenne pepper', '¼ teaspoon ground cumin', '¼ teaspoon dried thyme', '⅛ teaspoon onion powder', '⅛ teaspoon ground white pepper', '⅛ teaspoon salt', '2 skinless, boneless chicken breast halves', 'cooking spray']",['25 mins'],['2'],['15 mins'],['10 mins']
789,https://www.allrecipes.com/recipe/231380/best-turkey-meatloaf,['MAIN DISHES'],"['1 ½ pounds ground turkey', '¾ cup crushed buttery round crackers', '½ cup milk', '1 small onion, chopped', '1 large egg', '2 cloves garlic, minced', '1 ½ teaspoons salt', '¼ teaspoon ground black pepper', '½ cup ketchup', '¼ cup brown sugar', '1 tablespoon Worcestershire sauce']",['1 hr 15 mins'],['8'],['1 hr'],['15 mins']
790,https://www.allrecipes.com/recipe/216902/poppy-seed-chicken-casserole,['MAIN DISHES'],"['4 skinless, boneless chicken breast halves', '1 sleeve buttery round crackers (such as Ritz), crushed', '½ cup butter, melted', '1 teaspoon poppy seeds, or more if desired', '1 (10.5 ounce) can condensed cream of chicken soup', '1 (8 ounce) container sour cream', '2 cups shredded Cheddar cheese']",['1 hr 10 mins'],['6'],['50 mins'],['20 mins']
791,https://www.allrecipes.com/recipe/245367/pan-roasted-chicken-breasts,['CHICKEN'],"['4 boneless chicken breast halves with skin', 'salt and freshly ground black pepper to taste', '2 tablespoons olive oil', '1 tablespoon chopped fresh herbs (thyme, parsley, rosemary) (Optional)', '¼ cup apple cider vinegar', '4 tablespoons cold butter, cut into small pieces', '1 tablespoon chicken broth (or water), if needed to thin sauce']",['20 mins'],['4'],['15 mins'],['5 mins']
792,https://www.allrecipes.com/recipe/71722/asian-lettuce-wraps,['APPETIZERS AND SNACKS'],"['16 Boston Bibb or butter lettuce leaves', '1 pound lean ground beef', '1 tablespoon cooking oil', '1 large onion, chopped', '¼ cup hoisin sauce', '2 cloves fresh garlic, minced', '1 tablespoon soy sauce', '1 tablespoon rice wine vinegar', '2 teaspoons minced pickled ginger', '1 dash Asian chile pepper sauce, or to taste (Optional)', '1 (8 ounce) can water chestnuts, drained and finely chopped', '1 bunch green onions, chopped', '2 teaspoons Asian (dark) sesame oil']",['30 mins'],['4'],['15 mins'],['15 mins']
793,https://www.allrecipes.com/recipe/218547/slow-cooker-pot-roast,['MAIN DISHES'],"['cooking spray', '1 onion, sliced', '1 (2 1/2 pound) boneless beef chuck roast', 'salt and ground black pepper to taste', '¼ cup all-purpose flour', '1 (1.2 ounce) package dry beef gravy mix', '1 (1 ounce) package ranch dressing mix', '1 (.7 ounce) package dry Italian-style salad dressing mix', '½ cup water, or as needed', '5 whole peeled carrots (Optional)']",['8 hrs 15 mins'],['6'],['8 hrs'],['15 mins']
794,https://www.allrecipes.com/recipe/241713/roasted-potatoes-and-onions-easy-and-delicious,['SIDE DISH'],"['2 pounds potatoes, sliced into 1/2-inch-thick pieces', '1 onion, halved and each half cut into quarters', '½ cup canola oil', '½ cup olive oil', '4 cloves garlic, chopped', '1 envelope onion soup mix', '1 tablespoon chopped fresh rosemary, or more to taste', '1 tablespoon freshly ground black pepper']",['55 mins'],['6'],['40 mins'],['15 mins']
795,https://www.allrecipes.com/recipe/229112/ground-beef-with-homemade-taco-seasoning-mix,['GLOBAL CUISINES'],"['2 teaspoons dried minced onion', '1 teaspoon salt', '1 teaspoon chili powder', '½ teaspoon cornstarch', '½ teaspoon ground cumin', '½ teaspoon red pepper flakes (Optional)', '¼ teaspoon cayenne pepper (Optional)', '¼ teaspoon dried minced garlic', '¼ teaspoon dried oregano', '1 pound ground beef', '½ cup water']",['25 mins'],['8'],['15 mins'],['10 mins']
796,https://www.allrecipes.com/recipe/20867/cheesy-zucchini-casserole-i,['SQUASH'],"['4 slices bread, cubed', '¼ cup melted butter', '2 cups cubed zucchini', '1 large onion, finely chopped', '1 large egg, beaten', '1 teaspoon garlic salt or to taste', '2 cups shredded Cheddar cheese']",['1 hr 15 mins'],['4'],['1 hr'],['15 mins']
797,https://www.allrecipes.com/recipe/31522/greek-style-potatoes,['SIDE DISH'],"['6 potatoes, peeled and quartered', '1 ½ cups water', '⅓ cup olive oil', '¼ cup fresh lemon juice', '2 cloves garlic, finely chopped', '2 cubes chicken bouillon', '1 teaspoon dried thyme', '1 teaspoon dried rosemary', 'ground black pepper to taste']",['1 hr 50 mins'],['4'],['1 hr 30 mins'],['20 mins']
798,https://www.allrecipes.com/recipe/275590/marry-me-chicken,['MAIN DISHES'],"['1 ½ pounds skinless, boneless chicken breast halves', '2 tablespoons butter', '3 cloves garlic, minced', '½ teaspoon dried oregano', '¼ teaspoon ground thyme', '½ cup chicken broth, divided', '½ pound bacon', '1 (16 ounce) package angel hair pasta', '1 tablespoon all-purpose flour', '½ cup freshly shaved Parmesan cheese', '¼ cup whipping cream', '¼ cup chopped sun-dried tomatoes', '1 pinch red pepper flakes', 'salt to taste']",['35 mins'],['6'],['20 mins'],['15 mins']
799,https://www.allrecipes.com/recipe/14961/party-pinwheels,['APPETIZERS AND SNACKS'],"['2 (8 ounce) packages cream cheese, softened', '1 (1 ounce) package ranch dressing mix', '2 green onions, minced', '4 (12 inch) flour tortillas', '½ cup shredded Cheddar cheese', '½ cup red bell pepper, diced', '½ cup diced celery', '1 (2 ounce) can sliced black olives']",['2 hrs 10 mins'],['15'],['2 hrs'],['10 mins']
800,https://www.allrecipes.com/recipe/70828/blueberry-sour-cream-coffee-cake,['DESSERTS'],"['2 cups white sugar', '1 cup butter, softened', '2 large eggs', '1 cup sour cream', '1 teaspoon vanilla extract', '1 ⅝ cups all-purpose flour', '1 teaspoon baking powder', '¼ teaspoon salt', '1 cup fresh or frozen blueberries', '½ cup brown sugar', '½ cup chopped pecans', '1 teaspoon ground cinnamon', ""1 tablespoon confectioners' sugar for dusting""]",['15 mins'],['1 hr 30 mins'],['1 hr'],['15 mins']
801,https://www.allrecipes.com/recipe/260586/rib-eye-steak-and-mushroom-risotto,['MAIN DISHES'],"['salt and ground black pepper to taste', '2 (8 ounce) boneless rib-eye steaks', '1 tablespoon canola oil', '3 tablespoons olive oil, divided', '1 (16 ounce) package white mushrooms, thinly sliced', '1 (16 ounce) package cremini mushrooms, thinly sliced', '3 shallots, diced', '3 cloves garlic, minced', '1 ½ cups Arborio rice', '½ cup dry white wine', '6 cups low-sodium chicken broth, divided', '¼ cup butter', '2 tablespoons finely chopped fresh chives', 'sea salt to taste', 'freshly ground black pepper to taste']",['10 mins'],['3 hrs'],['2 hrs 35 mins'],['15 mins']
802,https://www.allrecipes.com/recipe/11979/tallerine,['CASSEROLE RECIPES'],"['butter-flavored cooking spray', '1 (12 ounce) package egg noodles', '1 pound lean ground beef', '1 pinch seasoning salt', '1 pinch freshly ground black pepper', '1 pinch garlic powder', '1 (11 ounce) can whole-kernel corn with red and green bell peppers', '1 (10 ounce) can diced tomatoes with green chile peppers', '½ pound processed cheese food (such as Velveeta), sliced']",['40 mins'],['5'],['35 mins'],['5 mins']
803,https://www.allrecipes.com/recipe/23758/mimosa,['DRINKS RECIPES'],"['¼ cup orange juice, chilled', '¾ cup Champagne or sparkling wine, chilled']",['2'],[None],['5 mins'],['5 mins']
804,https://www.allrecipes.com/recipe/12254/graham-cracker-crust-i,['PIES'],"['1 ½ cups finely ground graham cracker crumbs', '⅓ cup white sugar', '6 tablespoons unsalted butter, melted', '½ teaspoon ground cinnamon (Optional)']",['8'],['1 (9-inch) crust'],['5 mins'],['5 mins']
805,https://www.allrecipes.com/recipe/12477/steak-and-kidney-pie-ii,['MAIN DISHES'],"['1 pound fresh beef or lamb kidneys', '2 tablespoons butter or lard', '2 pounds round steak, cubed', '2 onions, chopped', '2 teaspoons salt or to taste', '2 teaspoons Worcestershire sauce', '½ teaspoon dried thyme', '¼ teaspoon ground black pepper', '1 bay leaf', '2 cups water, divided', '4 cups diced potatoes', '6 tablespoons all-purpose flour', '1 package pastry for a single crust 9-inch pie']",['3 hrs'],['6'],['2 hrs 30 mins'],['30 mins']
806,https://www.allrecipes.com/recipe/228859/slow-cooker-french-onion-soup,['VEGETABLE SOUP RECIPES'],"['6 tablespoons butter', '4 large yellow onions, sliced and separated into rings', '1 tablespoon white sugar', '2 cloves garlic, minced', '½ cup cooking sherry', '7 cups reduced-sodium beef broth', '1 teaspoon sea salt, or to taste', '¼ teaspoon dried thyme', '1 bay leaf', '8 slices of French bread', '½ cup shredded Gruyere cheese', '⅓ cup shredded Emmental cheese', '¼ cup freshly shredded Parmesan cheese', '2 tablespoons shredded mozzarella cheese']",['5 hrs 15 mins'],['8'],['4 hrs 45 mins'],['30 mins']
807,https://www.allrecipes.com/recipe/281788/green-bean-casserole-with-frozen-green-beans,['SIDE DISH'],"['1 (16-ounce) package frozen cut green beans, thawed', '1 (10.5-ounce) can condensed cream of mushroom soup', '1/2 cup milk, or more to taste', '1/2 cup sour cream', '1/2 cup shredded Swiss cheese', '1 (2.8-ounce) package French-fried onions, divided', '1 teaspoon garlic salt', '1 teaspoon soy sauce', 'ground black pepper to taste']",['55 mins'],['8'],['45 mins'],['10 mins']
808,https://www.allrecipes.com/recipe/74037/lamb-chops-with-balsamic-reduction,['MEAT AND POULTRY'],"['¾ teaspoon dried rosemary', '½ teaspoon dried thyme', '¼ teaspoon dried basil', 'salt and pepper to taste', '4 lamb chops (3/4 inch thick)', '1 tablespoon olive oil', '¼ cup minced shallots', '⅓ cup aged balsamic vinegar', '¾ cup chicken broth', '1 tablespoon butter']",['15 mins'],['45 mins'],['20 mins'],['10 mins']
809,https://www.allrecipes.com/recipe/187342/banh-mi,['GLOBAL CUISINES'],"['½ cup rice vinegar', '¼ cup white sugar', '¼ cup water', '¼ cup matchstick-cut carrots', '¼ cup peeled and matchstick-cut daikon radish', '¼ cup thinly sliced white onion', '1 skinless, boneless chicken breast half', '1 pinch garlic salt, or to taste', 'ground black pepper to taste', '1 (12 inch) French baguette', '4 tablespoons mayonnaise', '¼ cup thinly sliced cucumber', '1 tablespoon fresh cilantro leaves', '1 small jalapeño pepper, cut into 1/16-inch-thick matchsticks', '1 wedge lime']",['50 mins'],['2'],['20 mins'],['30 mins']
810,https://www.allrecipes.com/recipe/231419/emilys-marinated-venison-steaks,['MEAT AND POULTRY'],"['¼ cup Worcestershire sauce', '2 tablespoons soy sauce', '½ lime, juiced', '1 tablespoon dried minced onion', '1 teaspoon red pepper flakes', '1 teaspoon dry mustard', '½ teaspoon Kosher salt', '¼ teaspoon thyme', '¼ teaspoon ground black pepper', '¼ teaspoon dried, minced garlic', '3 dashes hot pepper sauce (such as Tabasco®), or to taste', '2 (4 ounce) venison steaks']",['1 hr'],['1 hr 20 mins'],['10 mins'],['10 mins']
811,https://www.allrecipes.com/recipe/10011/butter-cookies-ii,['DESSERTS'],"['1 cup butter', '1 cup white sugar', '1 large egg', '2 teaspoons vanilla extract', '2 ⅔ cups all-purpose flour', '¼ teaspoon salt']",['1 hr 15 mins'],['1 hr 40 mins'],['10 mins'],['15 mins']
